PUBLIC_ID	Feature_IFM15
d3a84ca9f3cbd10eca7543cab3bc440adc8bd9e96cd9bb464f118e961eab6e19	1.5037053920943735
1369d2c52d404e6b2acb25231150e4189b0b0ec17713da647a8c665643832c30	-1.438545140143121
281fc6fbd869978d62e96202d2758993229114145e16f2d0d56fdd6ab3b91df9	-0.6409303241979244
454f1737faa6b54c363e9d706d29e9456b0afd216adb9e50d9bb414c8bf307e8	-1.0097236599865367
92edc1ad3e041d15c128219b41379d418fc027fc95c32cebb9cb466ee521f998	2.0112333574000547
05bfb03e3ddf8fe35b855364b834b3a67028196e0562386eda12de77ab417934	-0.19611142958311711
ed22c046acda1d368712d88176258b3575b073288af7bba03dbc382f26faccd1	-1.5609988467855345
e8b8f14697a6c8eb512141b67f35b8734ac2a06a6455f3c819bc11c089757f50	-0.9458424368501354
2c66b02c123312b2fd932151755a77931bed81938a46cff52a96f26b590e643b	-0.7972250985903387
f2bdcdb55ef3a7a89ed3c2b0a340719c458df9e00b496f5b420d854c177e196a	0.3207020129373101
8865d577d3bdca48f56d812e2defd4edf19f3c65339f40d1ecd81fd6d3e801e4	-0.9615682749530641
843dce160d553a05223189450ae09645849284b5b0dd2540c6911ef1558efc92	-3.075772215516725
59bcf023dad638bbe86364500d1d5eeeca5901391e3b544d027c7f849f1518a1	1.4174354263866635
9b229d918f5ce5cfa8eb324da942aeb1cc30235ff0075244b5d9667faa0ff040	1.746819620366429
d9aa9d9a36323b2e17758c9a747ca879e3ef0bc6d4c66b92d9d3327b1a1374c5	-2.2847621767882607
b9ec4b9238984a32e2672a0c6933da720e9ecff73a12a726071017a876b9a515	2.7221173853829677
bb8ab98ddbc588bc58b432874a9659f63bc5f2145d3b1b8da6554531344d25c6	-0.5151347837407619
03f6d24c49e079bc4c51927c02d2ac8aca698663fcffa02e519151ac1f9c2a10	-3.5210458301394247
6ccbe66bace47e721b8556e8698cda4c7ccd38323027504612fcd668b067204d	0.0587476938548697
5a89a95d91ecfc83bf585d8d8228c8e77b6f96f667db038b734c11812a3ce8a0	0.8385297196026665
e6b3748e661d0b23451fcc9e25e3a8fc1f9e24fc1b978a9bd06abae1701ea6f7	-0.11606382812273328
a681c7e3c361fa4826e69340f9860a9918451b9ab4553ae85e34d1b2beafc20d	0.43167335966930465
2c8ae4fbc3daad0fb02936abdc491b3d80b8fe37e6de8e1d1ad5ea7a5a82e5cf	-0.6989865460957416
735371dc79694929b16f76b28365b26a3dbfbe6fb0bf3a924f0e328dd454e632	2.9067072623013526
494185f71b1e2f0ed60861a9c109e3a830a9e418f102c3b5f6f0e12f7dd1d38c	1.8655908013273037
5c8e344d223f309d98cb4fbce0b92e66ccddd79f0f806384857900c6a548d908	0.022523056971749673
62217649ab5c9f6c179f2c3a7180db643fdbf08fe0d5d799707be91e7bd3cef4	0.7165739509254619
f71fec9da53648370b0f667d35e63957c647d373a482d290c310a7d40d58e938	-1.267726486933872
104e411d94a9603bef297a883fdf64bf5db806848afbfa5f0af2790b524ee539	-2.2545131288102844
919b2face2ffb48bc27c037c0d754bc1eaaaede1f7100a4bacd8561eb8562986	0.16138761102960536
83893c2d5518c739aa62ed550d6a215dcd57b531dc6c57e0e6a3b50fc806900b	-0.436873257176702
1e09fa3aa13a4539f6f2f26b3c0b2c5e6625ed17f855552027753500656cd21f	-0.535696538143325
dfcbcc6df6df63034dd146386681fac32521b7ae267b71c40de0c186c4da971e	2.138731719802845
6ed21c40a75864607119fe1bc32af1a11b1659af404c2e641770be88a7554ce8	0.21136710499385253
ec928b0d258836d331e78ab295ecde64d11ed7f80e68fd1cda6108a534cb2a3c	2.4938069429634475
3ef414057a837e290649327cb4d8e0fe7fc939f546100301129344b02ce6f432	2.886078014065949
36743c9dde83b2aedd24e41d064acd7d0a8743dd7130d5dd7a126da625909991	-1.4864161868201804
e6740f2165a881944cc24c4031ac0deabdb489cf0b36e71f5f6417826ac8613e	-0.29340806099578404
dd4baf119a09380fe76897e155236bb6813aa1c7b1d17dc09a145965b59ae113	1.4440846397851552
7eb12b9c335ccd15fc1edb110bac22bb6acdb1e5336fdccf9b7f40a73682c188	-2.9529897163572856
51f0bde7522fcdaf3bb1c242c5a34b1e624c52d57259575117729c202cc5dfad	-0.2289170450738111
014b8c22fdcce0d7c42c50ff67918dbfdfe725199c433e0af353f82db0092879	-0.0013249313191891626
